,salary,experience,gender
0,51494.981021108426,10.337293950147231,1.0
1,27635.274357748305,6.078640009187123,1.0
2,29303.546835385372,8.73029758080014,0.0
3,20326.57633233835,3.8711938060770645,0.0
4,44990.47445792188,10.137523743642761,1.0
5,39816.357168240174,7.279790935905657,1.0
6,57830.104768338046,11.10797358661508,1.0
7,49511.40963100123,8.177476994200392,1.0
8,46033.406446703855,9.75957552918492,1.0
9,43938.443721341086,8.679829253640005,1.0
10,34863.07913170321,8.754441232451242,1.0
11,48971.88761346038,10.360411358901542,1.0
12,27379.154204378046,11.300718842963665,0.0
13,39741.010227165454,5.85338484642968,1.0
14,38838.012546713144,7.865719940781936,1.0
15,63622.574912759825,14.568954552837608,1.0
16,43013.654929551165,13.418665479558854,0.0
17,35983.21343354009,7.095044714920237,1.0
18,48759.26627702458,14.905345591339561,1.0
19,43977.56588402149,11.50706161341852,1.0
20,55687.8572290689,13.427525281333288,1.0
21,52955.12604280088,10.119174831067683,1.0
22,50759.2005375243,10.349990181444182,1.0
23,43491.98618739614,8.690311684757797,1.0
24,68602.49294629859,13.490255573539848,1.0
25,52802.01711205811,10.555131940052934,1.0
26,48646.395509140995,8.364957106821338,1.0
27,42361.35855857213,8.287052576958402,1.0
28,44125.6724071058,3.3153385811759737,1.0
29,50790.54573143177,12.307439631992935,1.0
30,69031.27524375227,14.655521786065586,1.0
31,52503.237507960584,13.282821703907523,1.0
32,57599.5913415572,11.706822056366313,1.0
33,50788.340153765384,12.225234765942957,1.0
34,43495.24651508133,11.120180844866429,0.0
35,49209.19127490126,11.523015201811665,0.0
36,63932.87891554773,15.30077810092588,1.0
37,58121.65733560416,11.162475832365613,1.0
38,26595.708061966725,6.233098313064888,0.0
39,26447.814914362443,7.358597329635322,1.0
40,41002.26145398102,8.154231076202636,1.0
41,61240.35838275664,10.463195614293664,1.0
42,38589.487859702465,8.225000100512547,1.0
43,47226.6889160895,8.69532461168211,1.0
44,63681.84230739691,13.352551200725838,1.0
45,40522.679651509585,9.62862029276572,0.0
46,35825.95742404084,5.960726689949157,1.0
47,51312.22382740966,11.016033908454846,1.0
48,30841.06932572739,8.648929669750082,0.0
49,42296.121012296695,12.825548554373723,1.0
50,38559.35711756638,4.993335972260368,1.0
51,62913.79332753799,17.778681313870706,1.0
52,24453.541268705205,6.0828239602909076,1.0
53,66873.62597991654,17.3508471657901,1.0
54,41503.00855497681,11.366916110186297,0.0
55,49696.69068404988,14.595010740847023,0.0
56,47164.591887239316,12.075927284020713,1.0
57,32988.084288942526,11.885673515094528,0.0
58,30601.180528065794,12.105636014666748,0.0
59,47085.9463536126,12.804749923328535,1.0
60,47402.78653578309,8.427740607533881,1.0
61,53076.02793742723,9.366978148834887,1.0
62,43958.47046585275,7.965487347829196,1.0
63,54646.519731137625,10.445889420903915,1.0
64,41886.2616604479,9.874453994783252,1.0
65,52069.61388744269,10.556287292863157,1.0
66,53205.01905986427,13.40976357597253,1.0
67,60729.82173558781,14.906564356797693,1.0
68,42446.3587895353,10.254226662011444,1.0
69,54358.209459858284,14.226093349929284,0.0
70,36878.34170413851,13.080649703540347,0.0
71,43559.713728536866,9.82002017920359,1.0
72,65357.59848603365,14.496178352404726,1.0
73,47226.16144079091,11.082562033744209,1.0
74,53955.7223592859,14.331817458465785,1.0
75,45343.22337433621,9.638467964771483,1.0
76,46730.616227916515,7.373359297626203,1.0
77,56784.74119425511,14.204111854626555,1.0
78,31804.836192561826,4.989361548762168,1.0
79,73652.10267357319,16.587966201742752,1.0
80,59548.01250184953,15.932607760654149,0.0
81,49292.50291788824,14.180651163838064,1.0
82,44502.59243627736,7.4727024603359515,1.0
83,52922.6354907187,13.049706660599368,1.0
84,57717.382264039195,15.850214540781723,1.0
85,61897.58930368791,15.678590540303986,0.0
86,48321.770241928876,8.92391940371261,1.0
87,64127.21490683057,13.681437052034676,1.0
88,37997.82503087581,10.873046305763726,0.0
89,37846.0447037681,7.743220699487943,1.0
90,45848.01906881242,12.791442239125015,1.0
91,42572.91839441799,8.225135624700343,1.0
92,56390.50867205542,14.80847709332819,1.0
93,35168.950237960686,7.346232631398825,1.0
94,52111.747382421214,12.160886974193298,1.0
95,37048.21086682407,6.305555964999548,1.0
96,34875.80650350481,9.15511267356282,0.0
97,43065.29576039634,10.590264541468335,1.0
98,38055.042242818556,10.270442910327253,1.0
99,47781.67078569786,12.309725772245054,1.0
100,51514.24516487413,14.723903587047436,0.0
101,66868.79650713883,16.127362747993516,1.0
102,51398.01720365115,14.690446900815177,1.0
103,43170.94004955625,9.47195925050263,1.0
104,29194.900378094026,6.778011490413651,0.0
105,56180.484921338124,11.35975040799948,1.0
106,49246.93288922326,9.869034922547852,1.0
107,38478.42765996938,8.711305416450578,0.0
108,63216.35929828721,14.723137808144278,1.0
109,50158.52626683458,10.861961266890608,1.0
110,49102.59331986727,7.630020950033284,1.0
111,52812.506065424415,13.552646415522974,1.0
112,37767.31390370049,10.267746219367606,0.0
113,55540.437314954776,15.503451717381552,1.0
114,60115.13931463416,13.967004152841405,1.0
115,32336.90521116058,6.3633298249763435,1.0
116,50288.11581901848,10.6120276399686,1.0
117,37481.96732815239,5.386725299638094,1.0
118,38525.46020871848,11.240289175099164,0.0
119,55447.39732438257,9.209328634593723,1.0
120,40367.5185403382,12.816787955937798,0.0
121,49804.68637096729,12.389188629296891,1.0
122,41487.490493079924,15.316731262347854,0.0
123,35756.83813632651,8.688606164055011,0.0
124,70321.16212095768,19.931511750219833,1.0
125,57363.054277830866,11.636416951110752,1.0
126,46653.281497478965,10.89469420427914,1.0
127,48541.55497448783,12.49896928064207,1.0
128,53733.672805414506,13.240772590393515,1.0
129,34912.17874728488,1.4915067047529824,1.0
130,45192.66812510988,11.570086449082643,1.0
131,33303.14004367463,8.05507823752845,0.0
132,37096.33455960453,7.047357909840551,1.0
133,68725.38619476557,13.279292885838874,1.0
134,43443.99495079971,14.034298292585381,0.0
135,35071.308925575184,11.8079551978097,0.0
136,34719.31604105036,9.537191506250968,1.0
137,33979.075275039904,4.477963421484801,1.0
138,44302.522886357896,13.334411787021715,1.0
139,41450.55587893449,11.210598270492385,1.0
140,60504.5829888984,13.876007308893834,1.0
141,44930.74934048257,5.171823502965142,1.0
142,28754.79544847558,7.23365348142106,1.0
143,31328.568272930315,8.728072379747408,0.0
144,65964.09150903892,15.501531794959304,1.0
145,67458.70406761183,13.994608658690199,1.0
146,34947.5304865659,9.649633123749497,1.0
147,54350.010952106066,11.53816634633071,1.0
148,52810.68971720514,10.66073074874772,1.0
149,58374.496093817994,11.329630154859224,1.0
150,61944.13823930385,15.492546171203763,1.0
151,30995.53385290491,8.187736812438702,0.0
152,62966.84834024395,12.430506581412738,1.0
153,45066.004087962676,10.128445561605403,1.0
154,32847.23532012352,10.200235360330495,0.0
155,33335.82440171322,7.451734133390788,1.0
156,27042.65735098133,7.0670402341350815,0.0
157,65916.26354160534,15.458835868467451,1.0
158,43599.23011245641,10.950469661456312,0.0
159,49882.631280802045,13.994840139368025,1.0
160,51132.61139100998,10.180727827245564,1.0
161,53070.24717262632,14.157398799506556,1.0
162,48571.13953578261,9.963799510953628,1.0
163,44875.10220108378,9.69892789413049,1.0
164,40834.72407220835,8.52929495637429,1.0
165,34657.96231276029,7.339273712741164,1.0
166,65825.57515329181,15.179983411176998,1.0
167,51922.922393632754,11.631843787386174,1.0
168,38784.19490406555,7.893849337520405,1.0
169,13244.181817835277,5.353063634372175,0.0
170,51973.3591476514,10.389077652629155,1.0
171,58519.17197613974,14.605696990768859,1.0
172,51677.1566701495,14.977471265280142,1.0
173,62666.474466959226,17.90137711589285,1.0
174,43922.152367928604,8.82984877031226,1.0
175,55937.44349705831,12.869777080069053,1.0
176,40029.014036103785,9.566610009385052,1.0
177,57022.91030262515,12.305927451405616,1.0
178,21452.546258056354,5.639953369211905,1.0
179,40508.48685117832,11.70827774121842,0.0
180,31533.89532512233,7.720802000735553,1.0
181,47559.28292532724,12.007267335484272,1.0
182,40526.67406751204,8.072791816868655,1.0
183,49598.26573799495,9.675244099385585,1.0
184,40679.00258071609,7.434140015312709,1.0
185,50897.17332867178,13.094851482459424,1.0
186,49960.8351902652,11.568317089709383,1.0
187,47695.10808108462,10.592996585201057,1.0
188,54806.940833562185,14.191405183111065,1.0
189,36370.43048097099,9.73836691051244,0.0
190,43988.203694603246,10.772081241675084,0.0
191,64491.64649341878,12.578421445306054,1.0
192,49095.889294911416,12.013548101009656,1.0
193,34479.65711851146,8.653828018862995,1.0
194,44898.540167220104,12.013959726888759,1.0
195,25385.485428157757,3.6917174465767673,1.0
196,37331.286260984496,7.119784827435113,1.0
197,49597.23625652406,10.259195725868649,1.0
198,63023.41839676401,13.114912054185693,1.0
199,45904.82795624838,13.81093611232443,1.0
200,51005.07697931198,9.265113707303458,1.0
201,58745.26839320028,13.537078836948664,1.0
202,45480.03673454857,8.382632163866113,1.0
203,47766.98118895146,11.554882607182117,1.0
204,63266.52986091593,11.963018441555926,1.0
205,66861.42996215356,18.403054263889665,1.0
206,42730.58414219407,11.327871806417834,1.0
207,47179.235495320325,9.42613545130557,1.0
208,49851.315877236084,9.267469853679438,1.0
209,60779.17470135285,15.429629410622452,1.0
210,39506.62776144481,8.230598371609622,1.0
211,41382.618308639394,8.303156507414002,1.0
212,37556.03368105446,10.476089185044357,0.0
213,42412.8250466072,12.52189992664451,1.0
214,39935.82638696729,10.311331529156062,1.0
215,71104.32247032227,17.30272474153297,1.0
216,48274.552363829964,8.589428277526146,1.0
217,42041.46121874936,13.641698647993097,0.0
218,41165.01232252546,5.840786015414096,1.0
219,61403.65245050081,14.042462791915755,1.0
220,56838.556709943,11.798257833265955,1.0
221,51490.68624207062,10.300417782176917,1.0
222,47535.12997722948,12.361925758551884,1.0
223,55139.07871865999,11.967530991869493,1.0
224,44356.81955790249,8.556115363350234,1.0
225,50820.71239812102,9.726104377598125,1.0
226,38179.79486640234,14.324079464742757,1.0
227,62015.00892548746,14.892917106424875,1.0
228,36405.688391339376,6.705336486411651,1.0
229,43629.99375307526,7.455788984470575,1.0
230,49559.66587119079,9.869233030282098,1.0
231,37020.813760796584,12.012396853053234,1.0
232,47701.203526908896,13.069390711538851,1.0
233,53271.3628922201,14.01970760258309,1.0
234,65857.56710696267,16.648608312519407,1.0
235,52102.326330881035,12.45136358540036,0.0
236,39931.74132124837,10.150004288932386,0.0
237,55108.973284836604,13.778952533481187,1.0
238,51242.18945014855,9.718390575347925,1.0
239,33301.5432431992,6.101524721622153,1.0
240,62023.26688153058,15.39059952095685,1.0
241,43525.45873076278,6.621457945575902,1.0
242,43709.197372861774,9.283913417894368,1.0
243,20852.799020609535,6.797709411434827,1.0
244,50317.08975674379,12.119687308128487,1.0
245,45294.09916181416,10.082469395888142,1.0
246,52318.66503357017,11.761189935718058,1.0
247,48269.51252822594,10.63748280679525,0.0
248,52764.4288155431,11.242334779565452,1.0
249,46476.026157846485,6.0364068390557755,1.0
250,42734.65691189897,11.32626320959132,0.0
251,47887.984582538214,10.233147430628618,1.0
252,35415.7785097499,5.020145987829093,1.0
253,60744.90627695179,13.487191180622382,1.0
254,47776.39715352606,14.909342869919373,0.0
255,58267.19646002102,14.832809983696718,1.0
256,73367.75910901916,17.109580202730527,1.0
257,48893.478559657,12.400286610986447,1.0
258,70194.92188409952,14.513183249886929,1.0
259,60136.72195576115,13.587003968994456,1.0
260,38534.659987751766,8.145883753249155,1.0
261,43344.13843527409,9.904310604589456,1.0
262,50632.33982671904,12.871548280917343,1.0
263,44182.833409052604,10.666498590387459,1.0
264,27493.39267577538,9.126886160207189,0.0
265,39477.00153415607,10.98462788578985,0.0
266,47586.65364407216,8.449703528936187,1.0
267,29442.259338366635,8.373611609783953,1.0
268,41848.29487688927,10.258363442054597,1.0
269,57801.487423550476,13.34782160897165,1.0
270,47492.739937349244,12.458647689116944,0.0
271,48333.46395245916,11.523340184147816,1.0
272,32210.90470021535,9.986699723069195,0.0
273,41234.088749462986,6.595512658117338,1.0
274,53776.26929599731,9.425437144945905,1.0
275,43533.00956703487,8.237617041616186,1.0
276,29369.59841750677,7.095177110232995,1.0
277,63564.33933233198,12.428574452047426,1.0
278,32617.209855006728,8.785899656957913,1.0
279,57598.689106675796,15.75926559465264,1.0
280,42992.621865669724,7.05025264383376,1.0
281,59823.986781938554,15.872421019208886,1.0
282,41523.50208543754,6.245363824976276,1.0
283,54240.72508622674,10.822161086855175,1.0
284,56794.826968085894,10.872480310967658,1.0
285,55541.03670220779,13.32748770558955,1.0
286,42347.41666729574,12.259888867473343,1.0
287,64742.92647704154,12.871678280903895,1.0
288,31751.227222376394,6.5021773327443935,1.0
289,16069.022567287062,6.205295260289698,0.0
290,25958.482557508873,7.407783772826717,1.0
291,63439.698089864716,17.30337769391997,1.0
292,49894.337362268605,10.33155455307148,1.0
293,35630.301044943204,10.245162301946314,1.0
294,49265.02211121941,12.672689124281156,1.0
295,47371.844022276935,11.832976615755305,1.0
296,43688.95268506598,14.204273985759997,1.0
297,50622.06986259849,12.209500098492741,1.0
298,31504.833704344946,8.949433970557285,0.0
299,49439.027558123504,11.904684842385983,1.0
300,58156.53412592765,14.383185453044458,1.0
301,74534.01203307832,16.325068003036797,1.0
302,38088.08130764531,10.15078569694201,0.0
303,43324.46287221949,9.74436999534561,1.0
304,37560.85265225227,8.027384732208473,1.0
305,45608.23652917798,10.098983508844663,1.0
306,66880.66509063599,16.781331976293533,1.0
307,53893.40199943558,14.314394392561448,1.0
308,46842.826195785354,11.30513896749325,0.0
309,39966.97743477313,5.480247194563455,1.0
310,67842.6343924076,15.002476536279536,1.0
311,56870.91093076409,14.605980628806993,1.0
312,39287.5211529855,9.05193971004341,1.0
313,38052.436815779656,9.0207243075015,1.0
314,56754.37747073377,12.893826660716922,1.0
315,35946.015113112546,12.209617306774952,0.0
316,49196.20441958537,9.461808744491767,0.0
317,54159.592967582255,10.651558327694657,1.0
318,64518.964324795335,15.64345523294519,1.0
319,46622.81585674823,12.803338063050546,1.0
320,53756.422640878634,15.745944191431487,1.0
321,65514.70220814125,16.321408830780484,1.0
322,55019.459271975575,12.16369287776624,1.0
323,34885.910814988434,7.240707087587277,1.0
324,42127.78602158908,12.473257796575215,0.0
325,68276.64817512494,16.727324280618447,1.0
326,40853.52962714142,9.47105565977036,1.0
327,39489.26442452846,9.88927580547111,1.0
328,47776.073952751176,8.876824710222122,1.0
329,44369.80966288159,12.34457023593128,1.0
330,34319.36659334137,8.855069289121257,1.0
331,67254.8832214603,12.317119639780675,1.0
332,54112.20207909234,15.147240842785358,1.0
333,57341.11962278993,13.087884460935847,1.0
334,41093.958795629194,10.296282879465753,1.0
335,75666.65217149051,16.207172142998424,1.0
336,39247.44131174272,8.925005566006892,0.0
337,56160.63602831581,14.519086124631299,1.0
338,50481.791673096595,11.047979013347357,1.0
339,43285.396613586054,10.422525736071904,1.0
340,51838.297420618605,14.9361292256719,1.0
341,48730.44438755695,11.940543842175398,0.0
342,55329.37732027674,14.525410135703448,1.0
343,47964.8218398148,10.249843804707233,1.0
344,33765.08018697541,5.710128890158637,1.0
345,60391.976038151035,13.537392721649878,1.0
346,44488.523010979145,11.247084453572702,1.0
347,36554.433479495994,7.231958343542302,0.0
348,55819.26289077978,16.933365892828647,1.0
349,47064.480731310534,7.903417674814898,1.0
350,49705.827581296304,14.011534998564173,1.0
351,55750.98101831962,10.902797203143423,1.0
