,Unnamed: 0,salary,experience,gender,fairness
0,0,51494.981021108426,10.337293950147233,1.0,0
1,1,27635.274357748305,6.078640009187122,1.0,1
2,2,29303.546835385365,8.73029758080014,0.0,0
3,3,20326.57633233835,3.871193806077065,0.0,0
4,4,44990.47445792188,10.13752374364276,1.0,0
5,5,39816.357168240174,7.279790935905657,1.0,0
6,6,57830.104768338046,11.107973586615081,1.0,0
7,7,49511.40963100123,8.177476994200394,1.0,0
8,8,46033.406446703855,9.75957552918492,1.0,0
9,9,43938.443721341086,8.679829253640005,1.0,0
10,10,34863.07913170321,8.754441232451242,1.0,1
11,11,48971.88761346038,10.360411358901542,1.0,0
12,12,27379.154204378046,11.300718842963665,0.0,0
13,13,39741.010227165454,5.853384846429679,1.0,0
14,14,38838.01254671314,7.865719940781936,1.0,0
15,15,63622.57491275983,14.568954552837608,1.0,0
16,16,43013.654929551165,13.418665479558857,0.0,0
17,17,35983.21343354009,7.095044714920237,1.0,0
18,18,48759.26627702458,14.90534559133956,1.0,1
19,19,43977.56588402149,11.50706161341852,1.0,0
20,20,55687.8572290689,13.427525281333287,1.0,0
21,21,52955.126042800875,10.119174831067683,1.0,0
22,22,50759.200537524295,10.34999018144418,1.0,0
23,23,43491.986187396134,8.690311684757798,1.0,0
24,24,68602.49294629859,13.490255573539848,1.0,0
25,25,52802.017112058114,10.555131940052934,1.0,0
26,26,48646.395509140995,8.364957106821338,1.0,0
27,27,42361.35855857213,8.287052576958402,1.0,0
28,28,44125.6724071058,3.3153385811759737,1.0,0
29,29,50790.54573143177,12.307439631992937,1.0,0
30,30,69031.27524375227,14.655521786065586,1.0,0
31,31,52503.23750796058,13.282821703907526,1.0,0
32,32,57599.5913415572,11.706822056366313,1.0,0
33,33,50788.340153765384,12.225234765942956,1.0,0
34,34,43495.24651508133,11.120180844866429,0.0,0
35,35,49209.19127490126,11.523015201811663,0.0,1
36,36,63932.87891554773,15.300778100925882,1.0,0
37,37,58121.65733560416,11.162475832365613,1.0,0
38,38,26595.708061966725,6.233098313064888,0.0,0
39,39,26447.814914362447,7.358597329635322,1.0,0
40,40,41002.261453981024,8.154231076202636,1.0,0
41,41,61240.35838275664,10.463195614293664,1.0,0
42,42,38589.48785970247,8.225000100512547,1.0,0
43,43,47226.6889160895,8.69532461168211,1.0,0
44,44,63681.84230739692,13.352551200725836,1.0,0
45,45,40522.67965150959,9.62862029276572,0.0,0
46,46,35825.95742404084,5.9607266899491576,1.0,0
47,47,51312.22382740966,11.016033908454846,1.0,0
48,48,30841.06932572739,8.648929669750082,0.0,0
49,49,42296.121012296695,12.825548554373725,1.0,0
50,50,38559.35711756638,4.993335972260368,1.0,0
51,51,62913.79332753799,17.778681313870702,1.0,0
52,52,24453.541268705205,6.082823960290908,1.0,0
53,53,66873.62597991653,17.3508471657901,1.0,0
54,54,41503.00855497681,11.366916110186295,0.0,0
55,55,49696.690684049885,14.595010740847025,0.0,0
56,56,47164.591887239316,12.075927284020713,1.0,0
57,57,32988.084288942526,11.885673515094528,0.0,0
58,58,30601.180528065797,12.105636014666748,0.0,0
59,59,47085.9463536126,12.804749923328535,1.0,1
60,60,47402.78653578309,8.427740607533881,1.0,0
61,61,53076.02793742723,9.366978148834887,1.0,0
62,62,43958.47046585275,7.965487347829196,1.0,0
63,63,54646.519731137625,10.445889420903915,1.0,0
64,64,41886.2616604479,9.874453994783252,1.0,0
65,65,52069.61388744268,10.556287292863157,1.0,0
66,66,53205.019059864266,13.409763575972528,1.0,0
67,67,60729.821735587815,14.906564356797693,1.0,0
68,68,42446.3587895353,10.254226662011444,1.0,0
69,69,54358.20945985829,14.226093349929284,0.0,0
70,70,36878.34170413851,13.080649703540347,0.0,0
71,71,43559.71372853687,9.82002017920359,1.0,0
72,72,65357.598486033654,14.496178352404726,1.0,0
73,73,47226.16144079091,11.082562033744207,1.0,0
74,74,53955.7223592859,14.331817458465785,1.0,0
75,75,45343.22337433621,9.638467964771484,1.0,0
76,76,46730.61622791652,7.373359297626202,1.0,0
77,77,56784.74119425512,14.204111854626555,1.0,0
78,78,31804.836192561826,4.989361548762168,1.0,0
79,79,73652.10267357319,16.587966201742752,1.0,0
80,80,59548.012501849524,15.932607760654149,0.0,1
81,81,49292.50291788824,14.180651163838064,1.0,1
82,82,44502.592436277366,7.472702460335951,1.0,0
83,83,52922.6354907187,13.049706660599368,1.0,0
84,84,57717.3822640392,15.850214540781725,1.0,0
85,85,61897.58930368791,15.678590540303984,0.0,1
86,86,48321.770241928876,8.923919403712608,1.0,0
